,number,from_date,to_date,backlog_all,inflow_all,outflow_all,backlog_normal,inflow_normal,outflow_normal,backlog_major,inflow_major,outflow_major
2004-04-05/2004-04-11,179,2004-04-05 00:00:00.000000000,2004-04-11 23:59:59.999999999,326,6,4,0,0,0,0,0,0
2004-04-12/2004-04-18,180,2004-04-12 00:00:00.000000000,2004-04-18 23:59:59.999999999,330,6,2,0,0,0,0,0,0
2004-04-19/2004-04-25,181,2004-04-19 00:00:00.000000000,2004-04-25 23:59:59.999999999,334,8,4,0,0,0,0,0,0
2004-04-26/2004-05-02,182,2004-04-26 00:00:00.000000000,2004-05-02 23:59:59.999999999,335,9,8,0,0,0,0,0,0
2004-05-03/2004-05-09,183,2004-05-03 00:00:00.000000000,2004-05-09 23:59:59.999999999,340,7,2,0,0,0,0,0,0
2004-05-10/2004-05-16,184,2004-05-10 00:00:00.000000000,2004-05-16 23:59:59.999999999,356,18,2,0,0,0,0,0,0
2004-05-17/2004-05-23,185,2004-05-17 00:00:00.000000000,2004-05-23 23:59:59.999999999,365,11,2,0,0,0,0,0,0
2004-05-24/2004-05-30,186,2004-05-24 00:00:00.000000000,2004-05-30 23:59:59.999999999,380,19,4,0,0,0,0,0,0
2004-05-31/2004-06-06,187,2004-05-31 00:00:00.000000000,2004-06-06 23:59:59.999999999,385,9,4,0,0,0,0,0,0
2004-06-07/2004-06-13,188,2004-06-07 00:00:00.000000000,2004-06-13 23:59:59.999999999,389,9,5,0,0,0,0,0,0
2004-06-14/2004-06-20,189,2004-06-14 00:00:00.000000000,2004-06-20 23:59:59.999999999,395,9,3,0,0,0,0,0,0
2004-06-21/2004-06-27,190,2004-06-21 00:00:00.000000000,2004-06-27 23:59:59.999999999,389,4,10,0,0,0,0,0,0
2004-06-28/2004-07-04,191,2004-06-28 00:00:00.000000000,2004-07-04 23:59:59.999999999,387,4,6,0,0,0,0,0,0
2004-07-05/2004-07-11,192,2004-07-05 00:00:00.000000000,2004-07-11 23:59:59.999999999,389,7,5,0,0,0,0,0,0
2004-07-12/2004-07-18,193,2004-07-12 00:00:00.000000000,2004-07-18 23:59:59.999999999,388,12,13,0,0,0,0,0,0
2004-07-19/2004-07-25,194,2004-07-19 00:00:00.000000000,2004-07-25 23:59:59.999999999,408,30,10,0,0,0,0,0,0
2004-07-26/2004-08-01,195,2004-07-26 00:00:00.000000000,2004-08-01 23:59:59.999999999,419,15,4,0,0,0,0,0,0
2004-08-02/2004-08-08,196,2004-08-02 00:00:00.000000000,2004-08-08 23:59:59.999999999,428,12,3,0,0,0,0,0,0
2004-08-09/2004-08-15,197,2004-08-09 00:00:00.000000000,2004-08-15 23:59:59.999999999,435,14,7,0,0,0,0,0,0
2004-08-16/2004-08-22,198,2004-08-16 00:00:00.000000000,2004-08-22 23:59:59.999999999,445,14,4,0,0,0,0,0,0
2004-08-23/2004-08-29,199,2004-08-23 00:00:00.000000000,2004-08-29 23:59:59.999999999,444,9,10,0,0,0,0,0,0
